,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Total_Fixation_Duration,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportReAdj,RightSupportReAdj,Moral_left,Moral_right,maxMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,Familiar1,Familiar2,maxMoral_Familiar,DirmaxMoral
68,PMM002-5-19,2,PMM002,5,19,2523,NA,6,6,Build southern border wall,Remove police from schools,0,0,1,0,6,-3,0,-3,3,4,4.5,4.5,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,3,4,4,0.5
69,PMM002-5-20,2,PMM002,5,20,2958,NA,6,6,Affirmative action,On campus concealed carry,0,0,-1,6,0,-2,-3,3,-3,5,4,5,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,4,1,4,1
70,PMM002-5-22,2,PMM002,5,22,2634,NA,3,3,Religious exemptions for discrimination laws,Increased Gun regulations,0,0,1,3,6,3,2,0,3,1,3.5,3.5,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,1,3,3,3.5
71,PMM002-5-23,2,PMM002,5,23,3180,NA,3,3,Recognize Jerusalem as capital of Israel,War on Drugs,1,1,1,3,0,2,-3,0,-3,1,4,4,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,2,4,4,4
72,PMM002-5-24,2,PMM002,5,24,2909,NA,3,3,Ban on research with animals,Allow alt-right speakers on campus,0,0,-1,6,3,3,-2,3,0,4,1,4,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,3,3,3,4
73,PMM002-5-3,2,PMM002,5,3,2632,NA,2,-2,Mandatory drug tests for welfare recipients,Raise the minimum wage,0,0,1,6,4,2,3,3,1,3,2,3,0,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,2,3,2,5
74,PMM002-5-5,2,PMM002,5,5,2327,NA,3,3,Detention of migrant children,Gun-free campus police,0,0,1,0,3,3,-3,-3,0,4.5,2,4.5,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,3,2,3,4.5
75,PMM002-5-6,2,PMM002,5,6,2994,NA,2,2,Raise the minimum wage,Ban on research with animals,0,0,1,4,6,3,0,1,3,2,4,4,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,3,3,3,6
76,PMM002-5-7,2,PMM002,5,7,2788,NA,3,3,Hardening schools/Arming teachers,Allow alt-right speakers on campus,0,0,1,0,3,3,0,-3,0,3.5,1,3.5,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,2,3,2,3.5
77,PMM002-5-8,2,PMM002,5,8,3896,NA,3,3,Increased Gun regulations,Religious exemptions for discrimination laws,0,0,-1,6,3,1,0,3,0,3.5,1,3.5,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,3,1,3,3.5
78,PMM002-5-9,2,PMM002,5,9,2742,NA,3,3,Recognize Jerusalem as capital of Israel,Build southern border wall,0,0,-1,3,0,0,2,0,-3,1,4,4,1,20,-0.448011825,Female,1,"Some college, but no degree",14,"$50,000-$74,999",3,Unaffiliated,None,,Independent,3,Slightly liberal,Moderate,Often,3,4,0,4,0,2,0,4,4,18,1,1,1,4,1,8,2,3,3,4
79,PMM004-1-1,4,PMM004,1,1,3006,NA,5,-5,Mandatory vaccinations,Cuts to National Parks budget,1,1,-1,5,0,-1,-3,2,-3,4,4,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,0
80,PMM004-1-10,4,PMM004,1,10,2096,NA,2,2,Stop police brutality,Expel students with white nationlist views,0,0,-1,6,4,0,1,3,1,5,5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,2,2,10
81,PMM004-1-11,4,PMM004,1,11,2674,NA,4,4,Abortion rights,Legalization of marijuana,1,1,1,5,1,3,2,2,-2,2.5,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,1.5
82,PMM004-1-12,4,PMM004,1,12,2376,NA,1,1,Expel students with white nationlist views,Abortion rights,1,1,-1,4,5,2,-3,1,2,5,2.5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,4,2,7.5
83,PMM004-1-13,4,PMM004,1,13,2934,NA,1,-1,Student worker unionization,War on Drugs,1,1,1,3,4,1,-1,0,1,4,4,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,3,3,4
84,PMM004-1-14,4,PMM004,1,14,3599,NA,3,-3,Legalization of marijuana,Bathrooms restricted based on biological sex,0,0,-1,1,4,1,0,-2,1,4,3.5,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,0.5
85,PMM004-1-15,4,PMM004,1,15,2613,NA,3,-3,Mandatory trigger warnings,Gun-free campus police,0,0,1,5,2,3,-1,2,-1,4,3.5,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,3,4,0.5
86,PMM004-1-16,4,PMM004,1,16,2813,NA,2,2,Safe injection locations,Recognize Jerusalem as capital of Israel,0,0,-1,5,3,2,1,2,0,3,2.5,3,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,2,3,3
87,PMM004-1-17,4,PMM004,1,17,2253,NA,5,5,Safe injection locations,Tuition increases,0,0,-1,5,0,-1,2,2,-3,3,5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,4,2
88,PMM004-1-18,4,PMM004,1,18,2409,NA,4,4,Raise the minimum wage,Cuts to National Parks budget,0,0,-1,4,0,0,-1,1,-3,3,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,4,1
89,PMM004-1-19,4,PMM004,1,19,2269,NA,1,1,Remove Christopher Columbus statues,Affirmative action,1,1,1,5,4,3,-2,2,1,4,3,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,3,3,7
90,PMM004-1-2,4,PMM004,1,2,3675,NA,1,1,University Campus should be a Sanctuary,Safe injection locations,1,1,-1,4,5,0,1,1,2,3,3,3,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,3,3,6
91,PMM004-1-20,4,PMM004,1,20,2044,NA,4,4,Safe injection locations,Legalization of marijuana,1,1,1,5,1,-1,-2,2,-2,3,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,4,1
92,PMM004-1-21,4,PMM004,1,21,2510,NA,1,1,Recognize Jerusalem as capital of Israel,Hardening schools/Arming teachers,0,0,-1,3,2,2,1,0,-1,2.5,3.5,3.5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,3,3,3.5
93,PMM004-1-22,4,PMM004,1,22,2756,NA,1,1,Increased Gun regulations,Safe injection locations,1,1,1,6,5,3,-3,3,2,4.5,3,4.5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,3,4,7.5
94,PMM004-1-23,4,PMM004,1,23,2729,NA,5,5,Cuts to National Parks budget,Abortion rights,0,0,1,0,5,-3,0,-3,2,4,2.5,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,1.5
95,PMM004-1-24,4,PMM004,1,24,3077,NA,2,2,On campus concealed carry,Lift COVID lockdowns,1,1,-1,2,4,2,-1,-1,1,3.5,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,4,4,0.5
96,PMM004-1-3,4,PMM004,1,3,3283,NA,1,1,Abortion rights,Mandatory drug tests for welfare recipients,0,0,-1,5,4,-1,2,2,1,2.5,2.5,2.5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,2,2,5
97,PMM004-1-4,4,PMM004,1,4,2303,NA,1,1,Lift COVID lockdowns,Safe injection locations,0,0,1,4,5,-1,-2,1,2,4,3,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,3,4,7
98,PMM004-1-6,4,PMM004,1,6,2015,NA,6,6,Abolishing fraternities,Cuts to National Parks budget,1,1,1,6,0,1,-1,3,-3,5,4,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,1
99,PMM004-1-7,4,PMM004,1,7,2840,NA,3,-3,Cuts to National Parks budget,Recognize Jerusalem as capital of Israel,1,1,1,0,3,3,-1,-3,0,4,2.5,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,2,4,4
100,PMM004-1-8,4,PMM004,1,8,2014,NA,1,-1,Allow alt-right speakers on campus,Recognize Jerusalem as capital of Israel,0,0,-1,2,3,2,1,-1,0,4,2.5,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,2,3,4
101,PMM004-1-9,4,PMM004,1,9,2729,NA,2,2,Defund the police,Expel students with white nationlist views,0,0,1,2,4,2,-2,-1,1,4,5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,2,2,1
102,PMM004-2-1,4,PMM004,2,1,2249,NA,1,1,War on Drugs,Abortion rights,0,0,1,4,5,-1,1,1,2,4,2.5,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,3,6.5
103,PMM004-2-10,4,PMM004,2,10,1901,NA,1,1,Student worker unionization,U.S. drone strikes in Afghanistan,1,1,1,3,2,3,-2,0,-1,4,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,3,3,4
104,PMM004-2-11,4,PMM004,2,11,2896,NA,5,-5,Ban on ethnic Halloween costumes,Defund Planned Parenthood,1,1,-1,6,1,3,-2,3,-2,5,3.5,5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,3,4,1.5
105,PMM004-2-12,4,PMM004,2,12,2926,NA,6,-6,Increased Gun regulations,Tuition increases,1,1,-1,6,0,-2,-1,3,-3,4.5,5,5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,0.5
106,PMM004-2-13,4,PMM004,2,13,3980,NA,1,-1,Student worker unionization,Bathrooms restricted based on biological sex,0,0,-1,3,4,3,0,0,1,4,3.5,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,3,3.5
107,PMM004-2-14,4,PMM004,2,14,2327,NA,2,2,Safe injection locations,Student worker unionization,1,1,1,5,3,2,0,2,0,3,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,3,3,3
108,PMM004-2-15,4,PMM004,2,15,1778,NA,3,3,Student worker unionization,Cuts to National Parks budget,1,1,1,3,0,3,0,0,-3,4,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,4,4
109,PMM004-2-16,4,PMM004,2,16,1239,NA,3,3,Abolishing fraternities,Student worker unionization,1,1,1,6,3,0,1,3,0,5,4,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,3,4,5
110,PMM004-2-17,4,PMM004,2,17,2968,NA,1,-1,On campus concealed carry,Legalization of marijuana,1,1,-1,2,1,2,1,-1,-2,3.5,4,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,4,4,7.5
111,PMM004-2-18,4,PMM004,2,18,3164,NA,2,2,Mandatory drug tests for welfare recipients,Stop police brutality,1,1,-1,4,6,0,-3,1,3,2.5,5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,4,4,7.5
112,PMM004-2-19,4,PMM004,2,19,2437,NA,2,-2,Religious exemptions for discrimination laws,Legalization of marijuana,1,1,-1,3,1,-1,0,0,-2,3,4,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,4,4
113,PMM004-2-2,4,PMM004,2,2,2718,NA,1,1,Recognize Jerusalem as capital of Israel,Expel students with white nationlist views,0,0,1,3,4,-1,1,0,1,2.5,5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,2,2,5
114,PMM004-2-20,4,PMM004,2,20,3334,NA,2,-2,"Boycott, Divest, and Sanction Israel",Defund Planned Parenthood,1,1,-1,3,1,0,-1,0,-2,3,3.5,3.5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,1,3,3,3.5
115,PMM004-2-21,4,PMM004,2,21,2611,NA,1,-1,Detention of migrant children,Defund Planned Parenthood,1,1,1,0,1,3,-2,-3,-2,5,3.5,5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,3,3,8.5
116,PMM004-2-22,4,PMM004,2,22,3600,NA,1,1,Safe injection locations,Mandatory drug tests for welfare recipients,0,0,-1,5,4,1,-2,2,1,3,2.5,3,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,2,3,5.5
117,PMM004-2-23,4,PMM004,2,23,3744,NA,2,-2,Physician-assisted suicide,Remove police from schools,0,0,-1,2,4,3,2,-1,1,4,3.5,4,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,3,4,0.5
118,PMM004-2-24,4,PMM004,2,24,2395,NA,1,-1,Abortion rights,Bathrooms restricted based on biological sex,1,1,-1,5,4,0,-2,2,1,2.5,3.5,3.5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,6
119,PMM004-2-3,4,PMM004,2,3,3077,NA,2,-2,Lift COVID lockdowns,Increased Gun regulations,1,1,1,4,6,2,-2,1,3,4,4.5,4.5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,8.5
120,PMM004-2-4,4,PMM004,2,4,1921,NA,4,4,Defund Planned Parenthood,Abortion rights,0,0,1,1,5,0,-3,-2,2,3.5,2.5,3.5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,3,1
121,PMM004-2-5,4,PMM004,2,5,3546,NA,3,3,Religious exemptions for discrimination laws,Cuts to National Parks budget,1,1,1,3,0,2,3,0,-3,3,4,4,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,4,4
122,PMM004-2-6,4,PMM004,2,6,2243,NA,1,1,Detention of migrant children,Legalization of marijuana,1,1,-1,0,1,2,-2,-3,-2,5,4,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,4,3,9
123,PMM004-2-7,4,PMM004,2,7,1966,NA,2,-2,Expel students with white nationlist views,Gun-free campus police,0,0,1,4,2,0,-2,1,-1,5,3.5,5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,2,3,2,1.5
124,PMM004-2-8,4,PMM004,2,8,2079,NA,1,1,"Boycott, Divest, and Sanction Israel",Expel students with white nationlist views,0,0,1,3,4,2,3,0,1,3,5,5,1,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,1,2,2,5
125,PMM004-2-9,4,PMM004,2,9,1779,NA,2,-2,Remove police from schools,Hardening schools/Arming teachers,1,1,-1,4,2,3,-3,1,-1,3.5,3.5,3.5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,3,3,3,0
126,PMM004-3-1,4,PMM004,3,1,2579,NA,1,-1,Ban on ethnic Halloween costumes,Remove public Confederate memorials,0,0,1,6,5,1,-3,3,2,5,4,5,0,26,0.749643549,Female,1,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"$150,000 or more",6,Christianity,Other,Moderate liberal ,Weak Democrat,2,Liberal,Conservative,Sometimes,2,4,5,5,4,5,4,4,4,35,5,5,5,5,4,24,4,4,4,9
